TransactionID,Date,Product,Category,Region,CustomerID,Quantity,UnitPrice,PaymentMethod,Discount,ShippingCost,TotalAmount
10680,2024-02-19,Monitor,Office,North,3267,2,824.39,Debit Card,0.0,36.46,1685.24
10681,2024-05-27,Headphones,Electronics,West,3267,4,188.89,Bank Transfer,10.0,18.92,698.92
10682,2024-01-08,Speaker,Audio,South,2496,2,930.76,Credit Card,10.0,0.29,1675.66
10683,2024-07-19,Keyboard,Electronics,Central,3777,8,1942.16,Debit Card,5.0,16.82,14777.24
10684,2023-09-16,Printer,Electronics,South,3796,1,1301.37,Bank Transfer,5.0,43.63,1279.93
10685,2024-10-17,Keyboard,Electronics,West,3990,4,351.49,PayPal,20.0,47.6,1172.37
10686,2024-04-15,Phone,Accessories,South,1385,5,573.73,Credit Card,5.0,28.03,2753.25
10687,2023-01-12,Speaker,Electronics,North,4369,4,175.92,PayPal,10.0,15.32,648.63
10688,2023-11-26,Phone,Accessories,South,1929,8,405.71,Cash,20.0,23.3,2619.84
10689,2023-12-24,Printer,Electronics,East,4677,2,1001.29,Cash,10.0,11.81,1814.13
10690,2024-02-12,Mouse,Electronics,West,4324,9,722.47,Credit Card,0.0,8.41,6510.64
10691,2024-10-29,Speaker,Audio,South,1404,2,447.73,Debit Card,0.0,24.68,920.14
10692,2024-01-08,Mouse,Accessories,West,1491,2,335.87,Credit Card,5.0,36.83,674.98
10693,2023-01-08,Monitor,Office,North,1356,2,1329.34,Debit Card,20.0,11.12,2138.06
10694,2023-05-02,Monitor,Accessories,East,4499,8,1138.3,Cash,15.0,45.48,7785.92
10695,2023-12-14,Mouse,Accessories,Central,1214,3,1693.15,Credit Card,0.0,8.41,5087.86
10696,2024-11-06,Monitor,Accessories,South,2403,8,407.34,Credit Card,0.0,27.92,3286.64
10697,2023-03-31,Speaker,Accessories,North,4841,7,1703.57,Debit Card,0.0,38.82,11963.81
10698,2024-10-09,Camera,Accessories,West,4930,4,1176.93,Cash,0.0,10.67,4718.39
10699,2024-11-28,Laptop,Office,West,1751,7,569.14,Cash,5.0,14.82,3799.6
10700,2023-11-12,Monitor,Audio,North,1826,8,583.43,Debit Card,20.0,2.57,3736.52
10701,2023-06-27,Monitor,Electronics,South,2237,6,811.24,Debit Card,0.0,47.2,4914.64
10702,2024-06-23,Phone,Accessories,Central,2121,6,947.25,Debit Card,5.0,24.35,5423.68
10703,2023-02-10,Mouse,Office,South,3575,3,210.88,Cash,20.0,3.22,509.33
10704,2024-12-04,Tablet,Electronics,East,3963,5,1691.9,Cash,20.0,41.51,6809.11
10705,2024-05-16,Headphones,Accessories,South,1665,2,287.01,Credit Card,15.0,28.47,516.39
10706,2023-05-25,Keyboard,Office,East,4599,5,992.75,Cash,10.0,2.76,4470.14
10707,2023-07-20,Monitor,Office,West,3757,5,796.79,PayPal,0.0,22.54,4006.49
10708,2024-12-24,Keyboard,Electronics,East,3028,7,1048.96,PayPal,5.0,21.72,6997.3
10709,2024-04-05,Speaker,Audio,Central,4691,4,1780.59,Debit Card,20.0,7.3,5705.19
10710,2024-07-11,Tablet,Accessories,North,3582,6,1978.72,Debit Card,15.0,21.02,10112.49
10711,2024-06-30,Headphones,Audio,East,1553,9,89.53,Debit Card,10.0,14.14,739.33
10712,2023-09-10,Mouse,Office,South,2572,4,816.82,Credit Card,20.0,35.0,2648.82
10713,2024-01-25,Laptop,Electronics,East,1327,6,1644.34,PayPal,20.0,0.27,7893.1
10714,2024-08-16,Headphones,Electronics,West,3949,9,686.88,PayPal,0.0,5.32,6187.24
10715,2023-09-13,Headphones,Office,East,2188,1,1315.62,Cash,10.0,45.93,1229.99
10716,2024-12-09,Laptop,Accessories,Central,4187,8,1984.91,PayPal,10.0,21.67,14313.02
10717,2024-03-25,Camera,Electronics,East,1149,1,1311.2,Cash,5.0,8.81,1254.45
10718,2023-01-10,Mouse,Office,Central,4589,4,266.82,Credit Card,15.0,39.66,946.85
10719,2023-08-30,Phone,Accessories,South,2055,3,1693.72,Debit Card,5.0,42.58,4869.68
10720,2023-09-08,Keyboard,Electronics,West,1656,4,1934.98,Debit Card,15.0,10.56,6589.49
10721,2023-01-05,Monitor,Office,North,3853,7,1439.39,Cash,5.0,35.68,9607.62
10722,2023-04-29,Headphones,Accessories,South,2936,9,867.18,Bank Transfer,15.0,30.76,6664.69
10723,2024-01-09,Speaker,Office,South,1292,9,1899.38,Cash,0.0,37.25,17131.67
10724,2023-03-06,Laptop,Electronics,North,3966,1,1938.72,Credit Card,15.0,39.39,1687.3
10725,2023-05-26,Keyboard,Accessories,East,3736,1,1873.48,PayPal,5.0,33.05,1812.86
10726,2023-08-12,Tablet,Accessories,East,1956,9,853.05,Cash,10.0,47.81,6957.52
10727,2023-08-27,Laptop,Electronics,East,4248,4,1589.93,Credit Card,20.0,43.21,5130.99
10728,2023-06-26,Tablet,Electronics,West,2084,3,1325.65,Debit Card,15.0,11.45,3391.86
10729,2023-10-09,Mouse,Audio,South,2612,9,400.43,Bank Transfer,15.0,45.68,3108.97
10730,2023-03-04,Headphones,Electronics,Central,1415,5,1094.25,Bank Transfer,10.0,17.98,4942.1
10731,2023-08-05,Speaker,Electronics,North,4454,6,1508.0,Cash,0.0,36.33,9084.33
10732,2024-11-19,Monitor,Accessories,South,3645,1,1797.03,PayPal,5.0,42.4,1749.58
10733,2024-04-05,Tablet,Electronics,East,4774,1,1732.07,Cash,0.0,21.82,1753.89
10734,2024-09-01,Keyboard,Electronics,North,3054,7,351.58,Bank Transfer,15.0,2.58,2094.48
10735,2023-04-15,Camera,Audio,Central,1917,8,1001.66,Bank Transfer,15.0,47.48,6858.77
10736,2023-04-09,Mouse,Accessories,South,1084,8,982.62,Debit Card,0.0,3.62,7864.58
10737,2024-05-25,Camera,Accessories,South,3821,7,1802.54,PayPal,5.0,17.41,12004.3
10738,2024-01-20,Mouse,Audio,West,1956,9,53.78,PayPal,15.0,29.82,441.24
10739,2024-02-09,Phone,Electronics,South,2421,1,1490.49,Bank Transfer,15.0,5.88,1272.8
10740,2024-06-01,Keyboard,Accessories,South,2935,2,1256.35,Bank Transfer,0.0,41.91,2554.61
10741,2024-04-20,Camera,Electronics,Central,2794,3,1847.06,Cash,20.0,10.17,4443.11
10742,2024-12-09,Speaker,Office,Central,2416,5,940.99,Cash,10.0,49.3,4283.76
10743,2024-10-06,Headphones,Electronics,North,2070,4,1332.46,Debit Card,15.0,45.82,4576.18
10744,2024-03-12,Laptop,Accessories,East,4412,4,1946.86,Bank Transfer,5.0,,7428.3
10745,2023-01-23,Monitor,Electronics,Central,2521,8,1500.61,Cash,20.0,33.0,9636.9
10746,2024-07-18,Headphones,Electronics,North,3653,8,181.4,Debit Card,0.0,26.68,1477.88
10747,2024-11-07,Headphones,Electronics,South,2501,7,376.69,PayPal,0.0,19.56,2656.39
10748,2024-12-14,Mouse,Electronics,North,3473,1,1651.83,Bank Transfer,5.0,17.59,1586.83
10749,2024-04-02,Speaker,Accessories,North,3473,4,702.85,Credit Card,20.0,44.58,2293.7
10750,2023-03-24,Mouse,Accessories,North,1735,1,1426.54,Bank Transfer,5.0,28.83,1384.04
10751,2023-05-25,Printer,Accessories,North,3838,5,1414.66,Cash,15.0,41.16,6053.46
10752,2023-03-26,Tablet,Accessories,Central,3562,3,1987.72,Bank Transfer,20.0,25.7,4796.23
10753,2023-03-19,Monitor,Accessories,East,2152,3,966.25,Credit Card,10.0,15.35,2624.22
10754,2024-04-01,Tablet,Accessories,North,4906,4,1488.77,Bank Transfer,10.0,4.59,5364.16
10755,2023-01-01,Laptop,Accessories,West,2272,2,145.07,Cash,5.0,16.18,291.81
10756,2023-02-20,Printer,Electronics,South,1740,7,952.05,PayPal,,44.01,6041.92
10757,2024-11-15,Keyboard,Accessories,South,2862,4,414.03,Cash,5.0,35.6,1608.91
10758,2024-12-17,Laptop,Office,South,1130,5,1689.11,Debit Card,15.0,39.29,7218.01
10759,2024-03-21,Laptop,Office,South,2763,2,1687.82,Cash,15.0,38.67,2907.96
10760,2024-03-24,Phone,Office,South,2712,6,510.91,Debit Card,5.0,6.0,2918.19
10761,2024-05-02,Monitor,Electronics,North,1322,9,670.66,Bank Transfer,15.0,7.94,5138.49
10762,2023-02-03,Mouse,Office,East,1822,8,1419.83,Debit Card,10.0,15.86,10238.64
10763,2023-12-14,Speaker,Accessories,West,4971,8,1489.62,Bank Transfer,15.0,15.05,10144.47
10764,2023-04-05,Tablet,Electronics,Central,1542,2,1332.38,Debit Card,10.0,3.3,2401.58
10765,2023-03-13,Laptop,Accessories,West,3113,4,1993.55,Cash,10.0,7.67,7184.45
10766,2024-07-04,Tablet,Office,Central,3765,8,1743.93,Credit Card,0.0,42.81,13994.25
10767,2023-06-03,Tablet,Accessories,Central,4172,1,863.26,Bank Transfer,15.0,29.45,763.22
10768,2023-09-07,Keyboard,Audio,West,2855,8,687.6,Debit Card,,17.11,4692.79
10769,2024-11-04,Monitor,Electronics,North,3078,3,1213.86,Credit Card,5.0,26.32,3485.82
10770,2024-03-13,Monitor,Electronics,South,1884,8,1644.39,Debit Card,5.0,13.07,12510.43
10771,2023-04-28,Camera,Electronics,North,1190,6,976.92,Debit Card,20.0,29.19,4718.41
10772,2023-11-02,Headphones,Accessories,South,4649,7,1488.5,Debit Card,10.0,3.73,9381.28
10773,2023-09-25,Monitor,Audio,East,1414,2,87.36,Cash,0.0,45.13,219.85
10774,2023-02-23,Tablet,Audio,Central,2838,1,1855.39,Debit Card,10.0,12.02,1681.87
10775,2023-08-24,Mouse,Electronics,West,3794,6,1558.98,Credit Card,15.0,40.95,7991.75
10776,2024-01-24,Tablet,Accessories,East,2813,3,818.67,Debit Card,20.0,33.0,1997.81
10777,2024-02-05,Mouse,Electronics,South,4785,4,798.82,PayPal,10.0,26.15,2901.9
10778,2024-09-15,Camera,Office,North,4571,9,250.63,Bank Transfer,20.0,46.49,1851.03
10779,2023-10-30,Mouse,Electronics,West,4933,3,1641.5,Cash,10.0,,4439.89
10780,2023-07-26,Monitor,Accessories,Central,2760,2,1548.83,PayPal,15.0,5.96,2638.97
10781,2023-08-17,Keyboard,Accessories,East,4666,2,1278.99,PayPal,15.0,16.09,2190.37
10782,2024-07-31,Mouse,Accessories,Central,2069,2,247.84,Credit Card,10.0,41.51,487.62
10783,2023-03-16,Tablet,Electronics,South,4160,6,561.57,Credit Card,0.0,1.76,3371.18
10784,2024-03-10,Speaker,Electronics,Central,2721,2,944.88,Cash,15.0,,1618.27
10785,2023-04-13,Monitor,Electronics,North,1374,7,568.65,Cash,5.0,21.24,3802.76
10786,2024-02-26,Speaker,Electronics,East,4772,7,896.25,Bank Transfer,0.0,35.65,6309.4
10787,2024-12-04,Printer,Electronics,East,4317,7,490.62,Debit Card,10.0,14.97,3105.88
10788,2023-11-02,Printer,Electronics,North,1557,2,731.72,Cash,0.0,22.41,1485.85
10789,2023-04-08,Tablet,Audio,Central,2280,7,1321.98,Cash,5.0,16.84,8808.01
10790,2023-12-01,Printer,Accessories,North,4423,8,1790.1,Debit Card,15.0,4.6,12177.28
10791,2024-03-10,Headphones,Audio,West,2944,8,800.81,Bank Transfer,15.0,36.93,5482.44
10792,2024-03-22,Camera,Electronics,North,2596,2,1399.22,Credit Card,15.0,23.07,2401.74
10793,2023-11-04,Monitor,Electronics,Central,2128,5,312.85,Bank Transfer,5.0,40.63,1526.67
10794,2023-09-06,Speaker,Electronics,North,2360,6,1104.6,Debit Card,0.0,34.73,6662.33
10795,2023-06-15,Tablet,Accessories,South,4597,9,1847.32,Credit Card,10.0,2.89,14966.18
10796,2024-04-25,Headphones,Electronics,North,2324,6,104.47,Credit Card,10.0,25.0,589.14
10797,2023-12-01,Tablet,Office,North,2100,6,571.74,Credit Card,0.0,49.54,3479.98
10798,2024-06-25,Headphones,Audio,Central,2534,6,308.36,Bank Transfer,15.0,15.39,1588.03
10799,2023-04-16,Printer,Electronics,West,2253,9,1089.59,Debit Card,10.0,,8850.33
10800,2024-07-16,Printer,Audio,West,2702,7,1375.3,Bank Transfer,15.0,32.6,8215.64
10801,2023-03-22,Mouse,Audio,Central,3625,1,162.67,Bank Transfer,20.0,10.11,140.25
10802,2023-05-13,Phone,Electronics,Central,1031,1,187.05,PayPal,20.0,35.13,184.77
10803,2023-05-18,Tablet,Accessories,Central,2631,4,1745.78,Cash,10.0,32.99,6317.8
10804,2023-07-03,Mouse,Electronics,South,1057,2,939.65,Bank Transfer,0.0,18.75,1898.05
10805,2024-02-05,Monitor,Audio,East,2127,3,952.76,PayPal,0.0,14.22,2872.5
10806,2023-11-26,Mouse,Electronics,North,1311,7,1891.93,Debit Card,0.0,45.96,13289.47
10807,2024-05-22,Laptop,Electronics,Central,4717,7,674.41,PayPal,15.0,6.35,4019.09
10808,2023-03-10,Printer,Accessories,Central,2752,3,1799.2,Bank Transfer,20.0,21.6,4339.68
10809,2024-06-29,Laptop,Audio,Central,4138,2,1949.8,Debit Card,15.0,38.35,3353.01
10810,2023-02-22,Tablet,Electronics,West,3001,1,521.3,PayPal,5.0,7.41,502.64
10811,2024-03-25,Speaker,Audio,Central,3737,9,1052.38,Bank Transfer,5.0,46.65,9044.5
10812,2023-07-24,Speaker,Electronics,North,2397,3,1091.99,Debit Card,10.0,26.31,2974.68
10813,2023-05-06,Monitor,Electronics,Central,2782,9,1739.03,Debit Card,5.0,25.24,14893.95
10814,2023-02-12,Mouse,Accessories,North,4877,4,642.62,Cash,0.0,21.21,2591.69
10815,2023-04-21,Speaker,Office,South,3282,6,1606.18,Bank Transfer,10.0,43.37,8716.74
10816,2024-10-24,Headphones,Audio,East,3690,7,1943.46,Cash,20.0,47.42,10930.8
10817,2023-07-02,Headphones,Electronics,West,4183,6,1688.66,Debit Card,,19.0,8124.57
10818,2023-04-05,Monitor,Audio,North,2412,1,1822.82,Debit Card,5.0,27.12,1758.8
10819,2024-01-09,Camera,Audio,South,2431,6,1431.29,PayPal,5.0,15.77,8174.12
10820,2024-06-03,Printer,Electronics,East,4125,6,1812.71,Cash,20.0,18.4,8719.41
10821,2023-12-26,Mouse,Office,East,1801,5,371.46,Credit Card,5.0,1.42,1765.86
10822,2024-11-26,Tablet,Office,East,1238,3,1439.1,Bank Transfer,5.0,39.3,4140.73
10823,2023-10-08,Keyboard,Accessories,North,2775,3,1477.16,Cash,15.0,48.47,3815.23
10824,2023-07-14,Keyboard,Electronics,South,2318,7,906.4,Debit Card,20.0,38.48,5114.32
10825,2023-07-14,Keyboard,Electronics,Central,1111,8,205.49,PayPal,20.0,25.91,1341.05
10826,2024-10-28,Speaker,Accessories,South,4159,3,1263.77,Bank Transfer,5.0,41.38,3643.12
10827,2023-04-03,Camera,Electronics,South,4811,3,151.17,Bank Transfer,0.0,42.89,496.4
10828,2024-11-02,Camera,Office,South,3523,7,795.68,PayPal,15.0,27.23,4761.53
10829,2023-03-02,Mouse,Electronics,North,3351,7,817.66,Debit Card,0.0,46.86,5770.48
10830,2024-09-25,Mouse,Accessories,North,2328,9,1997.9,Credit Card,,1.51,17083.56
10831,2023-02-20,Camera,Audio,North,1289,6,634.61,PayPal,20.0,0.5,3046.63
10832,2024-02-07,Monitor,Audio,South,3255,7,1649.89,Credit Card,0.0,4.07,11553.3
10833,2023-01-05,Mouse,Audio,North,3915,1,153.68,Cash,10.0,2.89,141.2
10834,2024-04-10,Monitor,Accessories,East,4974,7,1083.04,Bank Transfer,0.0,21.23,7602.51
10835,2024-08-26,Laptop,Electronics,North,2809,2,1096.55,Debit Card,20.0,47.02,1801.5
10836,2024-11-12,Headphones,Electronics,West,1581,7,1276.06,Credit Card,5.0,33.76,8519.56
10837,2024-06-17,Printer,Electronics,North,1369,3,1629.51,Debit Card,0.0,32.97,4921.5
10838,2024-02-09,Mouse,Accessories,North,1219,9,1535.75,Cash,5.0,19.24,13149.9
10839,2024-05-27,Camera,Office,North,4302,5,1533.97,Credit Card,15.0,26.69,6546.06
10840,2024-10-06,Headphones,Accessories,North,3849,7,892.97,Debit Card,10.0,15.21,5640.92
10841,2023-08-21,Headphones,Office,West,3866,8,1468.57,Debit Card,20.0,25.89,9424.74
10842,2024-06-07,Phone,Electronics,Central,2896,2,1008.07,Cash,20.0,37.33,1650.24
10843,2023-12-12,Camera,Electronics,North,1348,1,180.55,PayPal,,27.93,199.45
10844,2023-02-15,Printer,Electronics,East,3302,7,1785.85,Cash,10.0,20.94,11271.8
10845,2024-06-29,Camera,Electronics,West,1451,6,1785.82,Credit Card,20.0,42.25,8614.19
10846,2023-03-19,Mouse,Audio,Central,3189,6,679.61,Credit Card,0.0,14.37,4092.03
10847,2024-12-30,Tablet,Office,North,4140,2,1832.11,Bank Transfer,20.0,24.07,2955.45
10848,2023-03-14,Laptop,Accessories,Central,1088,3,1528.07,Debit Card,0.0,48.91,4633.12
10849,2023-09-06,Monitor,Audio,East,1870,4,831.56,Credit Card,20.0,48.37,2709.36
10850,2023-02-16,Tablet,Audio,West,2159,3,696.44,PayPal,0.0,0.31,2089.63
10851,2023-05-01,Laptop,Accessories,West,4726,2,1951.53,PayPal,15.0,26.61,3344.21
10852,2023-08-02,Tablet,Electronics,Central,3042,3,1439.62,Cash,5.0,16.85,4119.77
10853,2023-08-27,Monitor,Accessories,North,2874,6,788.68,Credit Card,15.0,14.56,4036.83
10854,2023-02-25,Speaker,Office,South,4770,9,1301.87,Credit Card,0.0,29.81,11746.64
10855,2023-12-16,Camera,Electronics,West,1522,4,1164.48,Bank Transfer,5.0,22.32,4447.34
10856,2023-04-17,Tablet,Office,South,3707,6,1072.85,Bank Transfer,10.0,36.64,5830.03
10857,2023-02-17,Mouse,Accessories,West,3998,1,1307.17,Bank Transfer,0.0,1.36,1308.53
10858,2024-07-26,Printer,Office,North,4875,6,1098.37,Credit Card,20.0,46.34,5318.52
10859,2023-12-03,Keyboard,Office,North,4921,3,1326.84,Cash,20.0,28.38,3212.8
10860,2023-01-26,Mouse,Accessories,West,1909,9,1819.76,Cash,10.0,34.2,14774.26
10861,2023-09-14,Monitor,Electronics,Central,1441,4,1986.87,Cash,15.0,,6785.59
10862,2023-01-08,Printer,Audio,North,1037,7,1433.11,Cash,0.0,49.46,10081.23
10863,2024-09-16,Mouse,Electronics,North,2880,4,1859.25,PayPal,20.0,49.31,5998.91
10864,2023-09-10,Headphones,Electronics,East,4279,6,1723.9,Credit Card,5.0,30.49,9856.72
10865,2024-11-22,Camera,Office,North,1209,7,625.32,Debit Card,10.0,34.2,3973.72
10866,2024-12-19,Printer,Electronics,East,3560,2,1869.17,Credit Card,15.0,30.93,3208.52
10867,2023-10-30,Headphones,Electronics,North,4431,6,188.08,Cash,15.0,15.53,974.74
10868,2024-09-30,Mouse,Office,North,2600,8,693.35,PayPal,5.0,9.63,5279.09
10869,2023-02-25,Laptop,Accessories,Central,4072,6,1297.89,PayPal,5.0,20.14,7418.11
10870,2024-12-26,Phone,Accessories,Central,4826,2,1077.49,Credit Card,10.0,34.14,1973.62
10871,2024-06-09,Laptop,Accessories,North,1980,4,1107.7,Debit Card,5.0,2.8,4212.06
10872,2024-04-18,Camera,Audio,West,1380,1,1600.03,Cash,20.0,25.72,1305.74
10873,2023-01-28,Printer,Accessories,West,3875,7,429.67,PayPal,15.0,20.42,2576.96
10874,2023-03-19,Printer,Audio,North,2560,8,1965.05,Cash,5.0,26.37,14960.75
10875,2023-08-04,Camera,Electronics,West,3906,2,903.04,Cash,0.0,43.01,1849.09
10876,2024-01-21,Headphones,Accessories,North,1393,5,1902.19,Cash,5.0,2.38,9037.78
10877,2023-12-31,Phone,Accessories,Central,2073,8,797.08,Bank Transfer,15.0,38.18,5458.32
10878,2024-10-27,Mouse,Accessories,South,1395,8,1223.48,Cash,20.0,33.35,7863.62
10879,2024-06-09,Monitor,Accessories,East,4931,5,928.11,Cash,5.0,10.19,4418.71
10880,2024-11-29,Laptop,Electronics,West,2776,8,1368.07,Debit Card,20.0,36.71,8792.36
10881,2023-11-08,Laptop,Electronics,West,3079,6,408.07,Debit Card,0.0,,2473.24
10882,2023-01-07,Keyboard,Electronics,Central,1544,5,831.23,Bank Transfer,15.0,24.05,3556.78
10883,2023-01-03,Phone,Electronics,West,3759,4,183.34,Bank Transfer,10.0,24.15,684.17
10884,2024-09-14,Monitor,Electronics,North,4305,5,1216.3,Cash,15.0,47.46,5216.73
10885,2023-12-29,Laptop,Audio,North,4097,4,1927.23,PayPal,10.0,47.22,6985.25
10886,2024-05-22,Monitor,Audio,South,4625,1,139.52,PayPal,10.0,45.68,171.25
10887,2023-10-01,Mouse,Electronics,South,4505,3,1336.28,Credit Card,15.0,44.34,3451.85
10888,2024-05-20,Printer,Accessories,South,2084,8,1561.44,PayPal,10.0,1.88,11244.25
10889,2023-01-15,Monitor,Accessories,North,1552,7,465.56,PayPal,20.0,20.03,2627.17
10890,2023-07-11,Laptop,Electronics,South,2464,7,582.49,Debit Card,0.0,44.74,4122.17
10891,2024-09-22,Headphones,Accessories,South,2153,3,443.08,Credit Card,5.0,37.76,1300.54
10892,2024-04-29,Phone,Accessories,North,4938,9,629.95,Credit Card,10.0,22.83,5125.42
10893,2023-01-28,Camera,Accessories,Central,2377,6,264.66,Debit Card,10.0,38.66,1467.82
10894,2024-12-14,Tablet,Electronics,West,3245,8,772.18,PayPal,15.0,10.41,5261.23
10895,2023-02-08,Speaker,Electronics,East,3846,8,769.41,PayPal,20.0,29.99,4954.21
10896,2023-09-30,Speaker,Accessories,North,2686,3,1624.17,Credit Card,5.0,26.65,4655.53
10897,2023-08-19,Tablet,Audio,North,2739,4,1611.87,PayPal,10.0,28.68,5831.41
10898,2023-03-27,Monitor,Electronics,East,1693,6,1603.61,Credit Card,20.0,36.09,7733.42
10899,2024-04-18,Phone,Office,East,4442,2,1155.72,PayPal,5.0,47.49,2243.36
10900,2023-05-06,Monitor,Accessories,South,4995,7,685.47,Cash,15.0,13.2,4091.75
10901,2024-06-20,Camera,Accessories,East,4790,2,851.38,Debit Card,10.0,37.9,1570.38
10902,2023-05-25,Phone,Electronics,West,3194,5,669.6,Bank Transfer,15.0,32.26,2878.06
10903,2024-06-08,Tablet,Office,West,2739,4,1184.76,Cash,15.0,,4062.94
10904,2023-07-31,Monitor,Audio,West,1497,9,1879.06,PayPal,10.0,21.45,15241.84
10905,2023-01-25,Keyboard,Electronics,West,3095,2,604.77,Bank Transfer,20.0,47.23,1014.86
10906,2024-08-02,Laptop,Audio,West,3817,7,944.76,Cash,20.0,23.98,5314.64
10907,2024-01-29,Headphones,Audio,South,3698,7,1327.48,Debit Card,15.0,6.08,7904.59
10908,2023-03-08,Printer,Electronics,North,2195,7,1697.16,Bank Transfer,15.0,34.03,10132.13
10909,2023-08-21,Headphones,Audio,East,1612,1,544.0,Bank Transfer,0.0,6.44,550.44
10910,2023-04-19,Camera,Accessories,North,3746,8,596.57,Debit Card,5.0,16.13,4550.06
10911,2023-05-26,Monitor,Audio,East,4967,2,1776.07,Cash,15.0,11.4,3030.72
10912,2023-04-21,Mouse,Office,South,2338,5,206.5,Bank Transfer,15.0,26.95,904.58
10913,2023-08-16,Phone,Electronics,South,1375,2,1230.62,Debit Card,5.0,17.38,2355.56
10914,2023-04-21,Monitor,Office,Central,1805,5,1727.89,Cash,10.0,7.99,7783.5
10915,2024-04-14,Phone,Audio,Central,1920,7,1847.4,PayPal,20.0,39.54,10384.98
10916,2023-02-03,Printer,Accessories,South,1874,6,74.74,Credit Card,10.0,23.42,427.02
10917,2024-09-14,Keyboard,Accessories,South,4604,5,770.85,PayPal,5.0,,3684.26
10918,2024-01-04,Headphones,Electronics,East,3857,4,551.67,PayPal,5.0,44.32,2140.67
10919,2024-08-17,Laptop,Audio,South,2443,8,1157.66,Credit Card,0.0,,9288.22
10920,2024-07-07,Printer,Accessories,North,3952,8,1284.08,PayPal,,35.49,10308.13
10921,2024-02-29,Printer,Accessories,East,2419,1,1999.56,PayPal,20.0,16.4,1616.05
10922,2024-09-04,Headphones,Office,South,2545,2,1049.89,Debit Card,15.0,28.06,1812.87
10923,2024-06-01,Printer,Audio,East,2210,3,1125.36,Debit Card,5.0,36.32,3243.6
10924,2024-11-22,Mouse,Office,East,2005,1,857.91,Cash,0.0,14.82,872.73
10925,2023-10-09,Mouse,Electronics,West,4716,3,337.97,Bank Transfer,10.0,34.43,946.95
10926,2023-11-16,Speaker,Accessories,Central,3080,8,641.48,Cash,0.0,28.44,5160.28
10927,2024-03-18,Speaker,Office,East,3116,4,531.62,Debit Card,10.0,21.71,1935.54
10928,2023-11-11,Mouse,Electronics,East,1591,7,1612.38,Debit Card,0.0,35.65,11322.31
10929,2024-01-12,Tablet,Audio,West,2214,7,1114.34,Credit Card,10.0,15.85,7036.19
10930,2023-10-16,Keyboard,Electronics,South,3148,5,627.58,Credit Card,0.0,35.73,3173.63
10931,2024-03-12,Phone,Electronics,East,2508,1,1003.73,Debit Card,0.0,27.56,1031.29
10932,2024-10-23,Keyboard,Electronics,West,2308,4,476.79,PayPal,20.0,12.28,1538.01
10933,2023-10-04,Camera,Electronics,North,1913,7,411.0,Cash,15.0,33.41,2478.86
10934,2024-12-10,Printer,Audio,West,3780,5,1726.89,Debit Card,5.0,44.24,8246.97
10935,2024-08-04,Laptop,Electronics,Central,1389,2,1892.38,Debit Card,15.0,15.5,3232.55
10936,2024-05-17,Printer,Audio,Central,4636,8,206.03,Credit Card,20.0,40.62,1359.21
10937,2024-09-15,Keyboard,Electronics,South,1159,2,1541.52,Cash,10.0,16.81,2791.55
10938,2024-05-30,Mouse,Audio,South,1891,8,933.96,Cash,15.0,,6391.99
10939,2023-12-16,Headphones,Accessories,Central,4625,2,808.49,Bank Transfer,5.0,2.56,1538.69
10940,2024-03-21,Camera,Electronics,Central,2070,5,1394.35,Debit Card,5.0,0.36,6623.52
10941,2023-12-16,Mouse,Electronics,East,4230,4,569.19,Bank Transfer,10.0,5.66,2054.74
10942,2024-08-29,Keyboard,Office,Central,2469,1,90.13,Credit Card,5.0,43.7,129.32
10943,2024-10-25,Headphones,Office,South,1695,8,467.31,Bank Transfer,20.0,26.69,3017.47
10944,2023-05-17,Laptop,Accessories,Central,1757,3,410.6,PayPal,15.0,29.71,1076.74
10945,2023-08-31,Keyboard,Office,South,3570,4,116.4,Debit Card,5.0,42.11,484.43
10946,2024-06-26,Phone,Accessories,North,4737,4,676.57,Debit Card,15.0,2.53,2302.87
10947,2023-02-09,Monitor,Electronics,Central,3779,5,975.31,Cash,0.0,19.36,4895.91
10948,2023-08-17,Headphones,Accessories,South,3202,3,1484.87,Bank Transfer,15.0,32.15,3818.57
10949,2024-07-01,Keyboard,Audio,West,1338,9,685.04,Cash,10.0,20.23,5569.05
10950,2023-08-11,Mouse,Accessories,East,2976,4,429.35,Bank Transfer,20.0,1.61,1375.53
10951,2023-01-06,Phone,Accessories,South,4436,4,499.71,Bank Transfer,5.0,32.55,1931.45
10952,2023-11-18,Tablet,Office,Central,1794,6,1787.8,Credit Card,20.0,19.57,8601.01
10953,2024-04-12,Headphones,Electronics,Central,2722,8,449.2,Bank Transfer,15.0,0.96,3055.52
10954,2023-03-16,Phone,Audio,North,2597,7,1764.52,Cash,5.0,8.53,11742.59
10955,2023-01-04,Mouse,Accessories,West,4219,4,921.84,Bank Transfer,20.0,10.88,2960.77
10956,2024-10-07,Keyboard,Electronics,South,1898,4,1872.08,Bank Transfer,10.0,25.53,6765.02
10957,2023-04-28,Printer,Electronics,West,2167,5,845.78,Debit Card,0.0,9.32,4238.22
10958,2024-08-28,Laptop,Electronics,North,1102,5,396.48,Debit Card,0.0,18.07,2000.47
10959,2024-05-18,Printer,Audio,East,3859,1,1120.61,Debit Card,10.0,37.53,1046.08
10960,2024-07-27,Monitor,Office,West,1092,8,1196.03,PayPal,0.0,40.39,9608.63
